Mask Details
-----------------------------------------------------------------------------
 1D Hole Number: 59, Hole Diameter: 0.0483 mm, Hole Separation: 0.2 mm, Mask-to-Screen Distance: 6.35 mm, Pixel-to-Millimeter Calibration: 80.0p/mm
Fit Settings
-----------------------------------------------------------------------------
 X Peaks: 21, Y Peaks: 22, Min X: 1369, Min Y: 1369, Max X: 1678, Max Y: 1678
Fit Results
-----------------------------------------------------------------------------
X Emittance = 1.934 +/- 1.115 pi mm mrad, alpha_x = -6.233, beta_x = 0.889, gamma_x = 153.317
Y Emittance = 2.019 +/- 0.236 pi mm mrad, alpha_y = -7.863, beta_y = 0.824, gamma_y = 193.176
-----------------------------------------------------------------------------
Fit Data X
-----------------------------------------------------------------------------
,X(mm),X'(mrad),Xerr,X'err,IntX
0,0.007280052896575739,1.1464650230827937,0.0003708415159921601,5.942057602317947,4237.022418945509
1,-0.008135278279252135,-1.2811461857089974,0.00036922819335944335,6.9136443341771425,7968.449254667902
2,0.18836839184836265,6.309982968246022,0.0003603947739455903,5.1822805409797486,1861.551929454833
3,0.18112636714524513,5.169506637046412,0.0003802476430743944,6.000885519754359,4225.485596931588
4,-0.14116246947494346,1.124020555127078,0.0003943789354202366,5.807583246406782,3336.7426137668176
5,-0.15771388695531813,-1.482501882727198,0.0003619323989335221,6.3781675608133375,6102.05700954147
6,0.0037259238027786525,0.5867596539808901,0.00037119321116255654,6.0323560587211675,4545.448172252004
7,0.0734343376655147,-11.789868084170978,0.00038370785559388107,5.723724340016008,3257.7282264014652
8,0.18610728130115034,5.9539025671102275,0.00038644626549987364,5.356501518868229,2114.846830300279
9,-0.2614837563711774,-17.824213601760153,0.00037110070863458436,5.395888488025767,2412.2109225361796
10,0.33976836172750496,6.798167201181753,0.00036499177907576576,5.259124255364639,2057.6904142885987
11,-0.150034612363325,-0.2731673013109563,0.00037371516748392847,5.646599762005287,3183.593913601099
12,0.33058829061561423,5.352486711120227,0.00037728391911888464,6.024383952553498,4372.145159960072
13,-0.28151033278568605,2.3763255455613814,0.00037726349194177396,5.696119012512961,3283.0198429427123
14,-0.29450183512471995,0.33041966539856255,0.00036690255891780343,6.445188464232825,6195.324875243918
15,0.22146211679751956,-11.832737512201772,0.0003918943553272463,5.7658552792428095,3250.1191971906346
16,0.06543599683024297,-13.049449318072037,0.00040236474147044824,5.57920410938366,2555.2935058309604
17,-0.10175083622737588,-16.023753736594628,0.00036842723579797994,5.802783468149146,3802.083393279642
18,-0.39806586080109413,-15.978875716707606,0.0003713213968770757,5.388375925124616,2386.789284439845
19,-0.28290004673977476,2.1574729543663054,0.00039608962539255076,5.833045779679942,3384.1076278304263
20,0.08670526691113309,-9.699957966750757,0.00036466249347614105,6.482709191703538,6416.978201668264
21,-0.2513539451186375,-16.228967735218443,0.00038330403900082254,6.243026332207753,4967.986528526977
22,0.47677047066096917,5.018971757632749,0.0003772167383484706,5.297007203109882,2040.1727312381315
23,0.47944268450288235,5.4397928350993885,0.00036994991608588006,5.646543617954751,3247.9978624256614
24,0.217750973247405,-12.417169567337924,0.00037708008490808985,5.459423650004086,2534.7950015936804
25,0.2367993549900433,-9.417424411016933,0.00037938479242679527,6.529436045497164,6099.039620727839
26,0.37148279548287916,-11.561764490885365,0.0003920545514290336,6.059187131904456,4157.515053151555
27,-0.38805576944123743,-14.402483376572695,0.0003823865198621662,6.161859819207852,4715.159508846273
28,-0.44450931855447207,0.061524637091203094,0.0003684229035994922,5.987103145052609,4452.490000692016
29,-0.0023154546480213868,-0.3646385272474625,0.0003730201487110528,6.478040541743312,6116.8137661698465
30,0.18647551425777067,6.011892009097679,0.00038554508592111836,5.791605130486166,3440.5363109273626
31,-0.5548921874062188,-17.321604315939776,0.00037255371829710135,5.839759486219586,3842.6056183106652
32,-0.43856034938579286,0.9983701754658868,0.0003838073702484107,5.418394147150006,2327.1629641970158
33,-0.060392332741878364,-9.510603581398167,0.0003515674333747754,6.424982945319205,6660.908167082879
34,0.3549721227509508,-14.161870432921328,0.0003678671990504805,5.418002556588576,2528.236236815587
35,-0.15095111159954797,-0.4174978896925295,0.0003754656609805092,6.203140441242965,5040.284876199633
36,0.12646206240638377,-3.4390452903333277,0.00037050855618078196,6.8363111529239395,7600.951573052305
37,0.3751175921613651,-10.989355565139546,0.00038187130845911035,6.543702076751723,6070.888173778609
38,-0.21053027782031677,-9.800043751230923,0.0003613308539633504,7.694723644797777,11842.743821717426
39,0.3353765352920618,6.1065409908757475,0.00036894386535786495,5.775485016464078,3701.8704357163065
40,-0.5582787629885075,-17.854923305276582,0.00038664563308633,5.576496494418104,2756.641982337811
41,-0.28800638322149724,1.353325476929699,0.00037552902792993375,6.160248733965607,4886.929287248743
42,0.277094006577758,-3.071809987754771,0.00038056297461071123,7.013899462508401,7889.468749112953
43,0.6449396966336423,8.147983721833617,0.0003960750631106059,6.050437206385651,4047.382559858435
44,-0.5376684680825633,-14.609207572057022,0.0003639960119857788,6.4283775800290694,6224.746768067426
45,-0.3469118909175194,-7.923132427955677,0.0003669448106117113,7.856895935281563,12239.031672089019
46,0.5342757614938705,-9.279407638760361,0.00039771320977237715,5.855916251791861,3423.387500842122
47,-0.7006625140468088,-16.923230558552316,0.000339281274468449,5.26509489174376,2398.1292839328376
48,0.6488212571289154,8.759253091167963,0.00038902283506761536,5.433471535875858,2307.5179209110993
49,-0.5832956000006078,1.5597480314006034,0.00038856798333753426,5.720387058075585,3168.819712794388
50,0.4847213680565858,6.271081583714104,0.0003834741729505374,5.525195116417687,2651.039916682316
51,-0.7016902663423679,-17.08508131375846,0.0003795867956050135,5.676363040464256,3175.081520545458
52,-0.04217844346758568,-6.642274561824516,0.00036627948993467774,6.833986531635146,7767.329541288416
53,0.4269321275205414,-2.8295862172377726,0.00038102190094097536,6.370298573749549,5477.974417089066
54,0.5296278205288957,-10.011366845843014,0.0003826784591291661,5.538919532205584,2702.8408582487905
55,0.14581899600248108,-0.3907092909479272,0.0003855084566813656,6.5612669047513945,6021.370419911864
56,-0.008982362942512622,-1.4145453452775782,0.00038072839915919646,6.901349644839893,7447.078395309795
57,-0.19164655825965723,-6.826229647190052,0.0003635947934192647,7.781197794931267,12104.848138414223
58,-0.43895971561930763,0.935477855227336,0.0003814223127749675,5.866968711372635,3759.449535345662
59,0.5494404232155461,-6.891271934559488,0.0003649485417735764,6.380343973006752,6009.1632300888095
60,0.17998218521491366,4.989320506285552,0.00039218064982981155,6.021442359755816,4037.0789671237594
61,-0.7099129950175012,-18.379999215354264,0.0003686646980108528,5.5402664273126945,2912.2574637702764
62,-0.15740015738615226,-1.4330956513624982,0.0003601996508291018,6.299710410351096,5851.780002119732
63,-0.4986245018661265,-8.460551474980354,0.0003604467625598136,6.994411499363179,8708.720663704464
64,0.29682564605061545,0.035534811120411666,0.00037675498893932575,6.574322714586983,6353.139961720666
65,0.7882531759455105,7.362704873308869,0.00034593144088722083,5.208874739844811,2113.2804413518465
66,-0.6741408672948864,-12.74659327478501,0.00037758184095241127,7.191813448628518,8726.662718162548
67,0.7818726487239843,6.357897436848046,0.00040438425028156135,6.105199589784932,4047.3034072894275
